year,geo,disagg,value
2000,WLD,Total,12.5
2001,WLD,Total,12.7
2002,WLD,Total,12.8
2003,WLD,Total,13.1
2004,WLD,Total,13.5
2005,WLD,Total,14.0
2006,WLD,Total,14.2
2007,WLD,Total,14.6
2008,WLD,Total,14.6
2009,WLD,Total,14.4
2010,WLD,Total,15.0
2011,WLD,Total,15.5
2012,WLD,Total,15.9
2013,WLD,Total,16.4
2014,WLD,Total,16.9
2015,WLD,Total,17.4
2016,WLD,Total,17.8
2017,WLD,Total,18.4
2018,WLD,Total,19.2
2019,WLD,Total,19.5
2020,WLD,Total,19.1
2021,WLD,Total,20.8
2000,WLD,Industrial,16.7
2001,WLD,Industrial,16.2
2002,WLD,Industrial,16.1
2003,WLD,Industrial,16.6
2004,WLD,Industrial,17.4
2005,WLD,Industrial,18.3
2006,WLD,Industrial,19.7
2007,WLD,Industrial,20.9
2008,WLD,Industrial,21.9
2009,WLD,Industrial,20.7
2010,WLD,Industrial,22.5
2011,WLD,Industrial,24.2
2012,WLD,Industrial,25.2
2013,WLD,Industrial,26.4
2014,WLD,Industrial,27.6
2015,WLD,Industrial,28.4
2016,WLD,Industrial,29.0
2017,WLD,Industrial,30.3
2018,WLD,Industrial,32.6
2019,WLD,Industrial,33.3
2020,WLD,Industrial,32.9
2021,WLD,Industrial,37.2
2000,WLD,Agriculture,0.3
2001,WLD,Agriculture,0.3
2002,WLD,Agriculture,0.3
2003,WLD,Agriculture,0.3
2004,WLD,Agriculture,0.4
2005,WLD,Agriculture,0.4
2006,WLD,Agriculture,0.4
2007,WLD,Agriculture,0.4
2008,WLD,Agriculture,0.4
2009,WLD,Agriculture,0.4
2010,WLD,Agriculture,0.4
2011,WLD,Agriculture,0.5
2012,WLD,Agriculture,0.5
2013,WLD,Agriculture,0.5
2014,WLD,Agriculture,0.5
2015,WLD,Agriculture,0.5
2016,WLD,Agriculture,0.5
2017,WLD,Agriculture,0.5
2018,WLD,Agriculture,0.6
2019,WLD,Agriculture,0.6
2020,WLD,Agriculture,0.6
2021,WLD,Agriculture,0.7
2000,WLD,Services,78.7
2001,WLD,Services,77.2
2002,WLD,Services,77.7
2003,WLD,Services,78.6
2004,WLD,Services,80.5
2005,WLD,Services,82.3
2006,WLD,Services,84.6
2007,WLD,Services,87.1
2008,WLD,Services,87.7
2009,WLD,Services,88.3
2010,WLD,Services,90.3
2011,WLD,Services,92.4
2012,WLD,Services,96.4
2013,WLD,Services,98.9
2014,WLD,Services,101.1
2015,WLD,Services,104.4
2016,WLD,Services,103.7
2017,WLD,Services,105.8
2018,WLD,Services,108.4
2019,WLD,Services,108.7
2020,WLD,Services,104.2
2021,WLD,Services,111.0
1990,AFG,Total,0.3
1991,AFG,Total,0.3
1992,AFG,Total,0.2
1993,AFG,Total,0.2
1994,AFG,Total,0.1
1995,AFG,Total,0.2
1996,AFG,Total,0.2
1997,AFG,Total,0.2
1998,AFG,Total,0.2
1999,AFG,Total,0.2
2000,AFG,Total,0.2
2001,AFG,Total,0.2
2002,AFG,Total,0.3
2003,AFG,Total,0.3
2004,AFG,Total,0.3
2005,AFG,Total,0.3
2006,AFG,Total,0.4
2007,AFG,Total,0.5
2008,AFG,Total,0.5
2009,AFG,Total,0.5
2010,AFG,Total,0.5
2011,AFG,Total,0.6
2012,AFG,Total,0.6
2013,AFG,Total,0.7
2014,AFG,Total,0.7
2015,AFG,Total,0.7
2016,AFG,Total,0.8
2017,AFG,Total,0.8
2018,AFG,Total,0.8
2019,AFG,Total,0.8
2020,AFG,Total,0.8
2021,AFG,Total,0.6
1996,AGO,Total,52.3
1997,AGO,Total,53.5
1998,AGO,Total,52.6
1999,AGO,Total,57.3
2000,AGO,Total,58.3
2001,AGO,Total,56.8
2002,AGO,Total,66.8
2003,AGO,Total,67.7
2004,AGO,Total,74.2
2005,AGO,Total,84.8
2006,AGO,Total,93.8
2007,AGO,Total,108.4
2008,AGO,Total,118.1
2009,AGO,Total,117.2
2010,AGO,Total,124.4
2011,AGO,Total,129.9
2012,AGO,Total,143.1
2013,AGO,Total,149.6
2014,AGO,Total,151.8
2015,AGO,Total,149.2
2016,AGO,Total,143.8
2017,AGO,Total,142.5
2018,AGO,Total,143.1
2019,AGO,Total,143.2
2020,AGO,Total,124.4
2021,AGO,Total,118.8
2001,ALB,Total,2.6
2002,ALB,Total,3.0
2003,ALB,Total,3.3
2004,ALB,Total,3.7
2005,ALB,Total,4.2
2006,ALB,Total,4.9
2007,ALB,Total,5.4
2008,ALB,Total,5.9
2009,ALB,Total,6.4
2010,ALB,Total,6.8
2011,ALB,Total,7.1
2012,ALB,Total,7.3
2013,ALB,Total,7.6
2014,ALB,Total,7.9
2015,ALB,Total,9.5
2016,ALB,Total,10.0
2017,ALB,Total,8.4
2018,ALB,Total,10.1
2019,ALB,Total,8.7
2020,ALB,Total,12.1
2021,ALB,Total,13.1
1990,ARE,Total,64.0
1991,ARE,Total,61.7
1992,ARE,Total,60.9
1993,ARE,Total,59.1
1994,ARE,Total,61.7
1995,ARE,Total,64.2
1996,ARE,Total,63.2
1997,ARE,Total,64.1
1998,ARE,Total,61.6
1999,ARE,Total,60.3
2000,ARE,Total,63.5
2001,ARE,Total,61.3
2002,ARE,Total,59.8
2003,ARE,Total,62.1
2004,ARE,Total,62.5
2005,ARE,Total,60.9
2006,ARE,Total,65.2
2007,ARE,Total,66.1
2008,ARE,Total,67.0
2009,ARE,Total,62.9
2010,ARE,Total,62.3
2011,ARE,Total,65.3
2012,ARE,Total,66.8
2013,ARE,Total,68.8
2014,ARE,Total,70.5
2015,ARE,Total,72.6
2016,ARE,Total,73.4
2017,ARE,Total,75.5
2018,ARE,Total,75.1
2019,ARE,Total,78.5
2020,ARE,Total,75.5
2021,ARE,Total,79.6
1995,ARG,Total,11.1
1996,ARG,Total,11.4
1997,ARG,Total,12.2
1998,ARG,Total,12.5
1999,ARG,Total,12.1
2000,ARG,Total,11.9
2001,ARG,Total,11.2
2002,ARG,Total,9.2
2003,ARG,Total,9.6
2004,ARG,Total,10.1
2005,ARG,Total,10.9
2006,ARG,Total,11.6
2007,ARG,Total,12.3
2008,ARG,Total,12.5
2009,ARG,Total,11.8
2010,ARG,Total,12.5
2011,ARG,Total,13.1
2012,ARG,Total,13.1
2013,ARG,Total,13.4
2014,ARG,Total,12.9
2015,ARG,Total,13.5
2016,ARG,Total,13.1
2017,ARG,Total,13.7
2018,ARG,Total,13.1
2019,ARG,Total,12.7
2020,ARG,Total,11.3
2021,ARG,Total,12.6
1995,ARM,Total,0.8
1996,ARM,Total,0.9
1997,ARM,Total,1.0
1998,ARM,Total,1.1
1999,ARM,Total,1.3
2000,ARM,Total,1.5
2001,ARM,Total,1.7
2002,ARM,Total,2.2
2003,ARM,Total,2.2
2004,ARM,Total,1.8
2005,ARM,Total,2.4
2006,ARM,Total,2.3
2007,ARM,Total,2.6
2008,ARM,Total,3.1
2009,ARM,Total,3.0
2010,ARM,Total,3.4
2011,ARM,Total,2.9
2012,ARM,Total,2.6
2013,ARM,Total,2.6
2014,ARM,Total,2.8
2015,ARM,Total,2.6
2016,ARM,Total,2.7
2017,ARM,Total,3.3
2018,ARM,Total,3.6
2019,ARM,Total,3.7
2020,ARM,Total,3.5
2021,ARM,Total,3.5
1997,ATG,Total,121.9
1998,ATG,Total,124.2
1999,ATG,Total,125.5
2000,ATG,Total,125.7
2001,ATG,Total,115.2
2002,ATG,Total,115.7
2003,ATG,Total,118.6
2004,ATG,Total,119.1
2005,ATG,Total,126.8
2006,ATG,Total,135.2
2007,ATG,Total,138.5
2008,ATG,Total,135.0
2009,ATG,Total,115.6
2010,ATG,Total,101.0
2011,ATG,Total,94.8
2012,ATG,Total,93.5
2013,ATG,Total,93.7
2014,ATG,Total,97.2
2015,ATG,Total,100.6
2016,ATG,Total,106.3
2017,ATG,Total,109.8
2018,ATG,Total,117.8
2019,ATG,Total,125.1
2020,ATG,Total,98.1
2021,ATG,Total,99.1
2006,AUS,Total,50.6
2007,AUS,Total,56.1
2008,AUS,Total,62.3
2009,AUS,Total,68.7
2010,AUS,Total,72.6
2011,AUS,Total,77.7
2012,AUS,Total,66.3
2013,AUS,Total,55.0
2014,AUS,Total,59.3
2015,AUS,Total,65.3
2016,AUS,Total,68.0
2017,AUS,Total,68.6
2018,AUS,Total,68.7
2019,AUS,Total,78.5
2020,AUS,Total,91.7
2021,AUS,Total,77.7
1995,AUT,Total,68.4
1996,AUT,Total,67.8
1997,AUT,Total,67.2
1998,AUT,Total,69.5
1999,AUT,Total,71.6
2000,AUT,Total,75.0
2001,AUT,Total,76.6
2002,AUT,Total,78.5
2003,AUT,Total,80.1
2004,AUT,Total,82.9
2005,AUT,Total,85.5
2006,AUT,Total,89.6
2007,AUT,Total,93.8
2008,AUT,Total,96.1
2009,AUT,Total,92.2
2010,AUT,Total,93.5
2011,AUT,Total,97.0
2012,AUT,Total,98.4
2013,AUT,Total,99.6
2014,AUT,Total,101.3
2015,AUT,Total,103.3
2016,AUT,Total,106.3
2017,AUT,Total,109.6
2018,AUT,Total,113.6
