year,geo,disagg,value
2018,WLD,Natural gas,2.05
2018,WLD,Natural gas with CCUS,2.2
2018,WLD,Coal,1.7
2018,WLD,Renewables,5.25
2019,WLD,Natural gas,1.15
2019,WLD,Natural gas with CCUS,1.65
2019,WLD,Coal,2.2
2019,WLD,Coal with CCS,2.35
2019,WLD,Low-Carbon electricity,5.45
2021,WLD,Unabated fossil,2
2021,WLD,Fossil fuel with CCUS,2.55
2021,WLD,Elctrolysis with low-emission electricity,7.7
