year,geo,value
2018,WLD,52.9
2019,WLD,49.5
2020,WLD,51.6
2022,WLD,51.6
2023,WLD,60.6
2019,BLR,96.2
2021,BLR,96.6
2020,COL,88.8
2016,DEU,79
2018,DEU,79.9
2020,DEU,79.9
2018,KGZ,66
2019,KGZ,63.6
2020,KGZ,63.4
2021,KGZ,66.9
2022,KGZ,64.5
2019,LBN,78.5
2012,LTU,79.7
2020,MYS,74.1
2020,MEX,30.7
2020,MCO,74
2022,NOR,94
2020,PAK,64.1
2020,QAT,87.3
2015,SGP,100
2016,SGP,100
2017,SGP,100
2018,SGP,100
2019,SGP,100
2020,SGP,100
2021,SGP,100
2022,SGP,100
2023,SGP,100
2018,CHE,85.9
