year,geo,value
1995,WLD,152
1996,WLD,152
1997,WLD,147
1998,WLD,145
1999,WLD,143
2000,WLD,139
2001,WLD,135
2002,WLD,134
2003,WLD,131
2004,WLD,129
2005,WLD,124
2006,WLD,125
2007,WLD,130
2008,WLD,122
2009,WLD,119
2010,WLD,123
2011,WLD,121
2012,WLD,110
2013,WLD,109
2014,WLD,114
2015,WLD,119
2016,WLD,121
2017,WLD,121
2018,WLD,121
2019,WLD,118
2020,WLD,112
2021,WLD,109
1995,ALB,211
1996,ALB,141
1997,ALB,142
1998,ALB,143
1999,ALB,142
2000,ALB,142
2001,ALB,146
2002,ALB,147
2003,ALB,147
2004,ALB,148
2005,ALB,140
2006,ALB,141
2007,ALB,142
2008,ALB,144
2009,ALB,144
2018,ARE,31
2019,ARE,28
2020,ARE,28
2021,ARE,30
2005,ARG,81
2006,ARG,342
2013,ARG,429
2014,ARG,424
2016,ARG,404
2017,ARG,400
2018,ARG,402
2019,ARG,398
1995,ARM,240
1996,ARM,241
1997,ARM,243
1998,ARM,246
1999,ARM,263
2000,ARM,266
2001,ARM,269
2002,ARM,229
2003,ARM,231
2004,ARM,232
2006,ARM,279
2008,ARM,277
2010,ARM,280
2014,ARM,243
2015,ARM,244
2016,ARM,237
2017,ARM,240
2018,ARM,246
2019,ARM,248
2020,ARM,249
2021,ARM,250
1995,AUT,714
1996,AUT,713
1997,AUT,712
1998,AUT,719
1999,AUT,718
2000,AUT,707
2001,AUT,708
2002,AUT,715
2003,AUT,708
2004,AUT,706
2005,AUT,703
2006,AUT,704
2007,AUT,698
2008,AUT,695
2009,AUT,642
2010,AUT,640
2011,AUT,586
2012,AUT,591
2013,AUT,584
2014,AUT,580
2015,AUT,571
2016,AUT,563
2017,AUT,563
2018,AUT,560
2019,AUT,559
2020,AUT,557
2021,AUT,554
1995,AZE,276
1996,AZE,273
1997,AZE,270
1998,AZE,267
1999,AZE,265
2000,AZE,263
2001,AZE,261
2002,AZE,260
2003,AZE,258
2004,AZE,255
2005,AZE,253
2006,AZE,250
2007,AZE,245
2008,AZE,240
2009,AZE,232
2010,AZE,230
2011,AZE,227
2012,AZE,222
2013,AZE,220
2014,AZE,217
2015,AZE,214
2016,AZE,213
2017,AZE,216
2018,AZE,215
2019,AZE,213
2020,AZE,222
2021,AZE,211
1995,BEL,332
1996,BEL,333
1997,BEL,336
1998,BEL,340
1999,BEL,340
2000,BEL,339
2001,BEL,336
2002,BEL,340
2003,BEL,339
2004,BEL,339
2005,BEL,338
2006,BEL,332
2007,BEL,318
2008,BEL,328
2009,BEL,331
2010,BEL,329
2012,BEL,323
2014,BEL,324
2015,BEL,320
2016,BEL,318
2017,BEL,317
2018,BEL,316
2019,BEL,315
2020,BEL,313
2021,BEL,312
1996,BEN,93
1997,BEN,91
1998,BEN,70
1999,BEN,67
2003,BEN,57
2006,BEN,90
1995,BFA,60
1996,BFA,59
1997,BFA,57
1998,BFA,56
1999,BFA,54
2000,BFA,52
2001,BFA,51
2002,BFA,49
2003,BFA,48
2004,BFA,46
2005,BFA,45
2006,BFA,43
2007,BFA,42
2008,BFA,41
2009,BFA,40
2013,BFA,29
2014,BFA,29
2015,BFA,28
2016,BFA,27
2017,BFA,26
2018,BFA,25
2019,BFA,25
2020,BFA,24
2021,BFA,23
1995,BGD,23
1996,BGD,23
1997,BGD,22
1998,BGD,22
1999,BGD,21
2000,BGD,21
2001,BGD,22
2002,BGD,21
2003,BGD,21
2004,BGD,21
2005,BGD,20
2006,BGD,20
2007,BGD,20
2008,BGD,19
2009,BGD,19
2010,BGD,19
2011,BGD,19
2012,BGD,19
2013,BGD,19
2014,BGD,18
2015,BGD,18
2016,BGD,18
2017,BGD,18
2018,BGD,18
2019,BGD,17
1995,BGR,511
1996,BGR,513
1997,BGR,516
1998,BGR,520
1999,BGR,522
2000,BGR,529
2001,BGR,539
2002,BGR,551
2003,BGR,555
2004,BGR,552
2005,BGR,542
2006,BGR,545
2007,BGR,549
2008,BGR,553
2009,BGR,557
2010,BGR,554
2011,BGR,554
2012,BGR,557
2013,BGR,555
2014,BGR,557
2015,BGR,560
2016,BGR,565
2017,BGR,570
2018,BGR,574
2019,BGR,578
2020,BGR,581
2021,BGR,586
1995,BIH,275
1996,BIH,246
1997,BIH,238
1998,BIH,251
1999,BIH,248
2000,BIH,226
2001,BIH,246
2002,BIH,246
2003,BIH,247
2004,BIH,241
2005,BIH,244
2006,BIH,252
2007,BIH,254
2008,BIH,258
2009,BIH,262
2010,BIH,269
2011,BIH,274
2012,BIH,280
2013,BIH,284
2014,BIH,288
2015,BIH,291
2016,BIH,292
2017,BIH,121
2018,BIH,299
2019,BIH,303
1995,BLR,544
1996,BLR,546
1997,BLR,548
1998,BLR,549
1999,BLR,551
2000,BLR,552
2001,BLR,555
2002,BLR,559
2003,BLR,562
2004,BLR,565
2005,BLR,569
2006,BLR,572
2007,BLR,575
