year,geo,disagg,value,projections,benchmark_low,benchmark_mid,benchmark_high
2004,JPN,Refrigerator,10.3,,,,
2004,JPN,Washing machine,8.9,,,,
2004,JPN,Air conditioner,10.2,,,,
2004,JPN,TV,9.3,,,,
2004,JPN,PC,4.2,,,,
2004,JPN,Mobile phone,2.4,,,,
2005,JPN,Refrigerator,10.4,,,,
2005,JPN,Washing machine,8.6,,,,
2005,JPN,Air conditioner,10.3,,,,
2005,JPN,TV,8.9,,,,
2005,JPN,PC,4.4,,,,
2005,JPN,Mobile phone,2.5,,,,
2006,JPN,Refrigerator,10.1,,,,
2006,JPN,Washing machine,8.5,,,,
2006,JPN,Air conditioner,10.1,,,,
2006,JPN,TV,9.1,,,,
2006,JPN,PC,4.5,,,,
2006,JPN,Mobile phone,2.6,,,,
2007,JPN,Refrigerator,10,,,,
2007,JPN,Washing machine,9,,,,
2007,JPN,Air conditioner,10.4,,,,
2007,JPN,TV,9.5,,,,
2007,JPN,PC,5.2,,,,
2007,JPN,Mobile phone,3,,,,
2008,JPN,Refrigerator,9.8,,,,
2008,JPN,Washing machine,8.4,,,,
2008,JPN,Air conditioner,10.2,,,,
2008,JPN,TV,9.1,,,,
2008,JPN,PC,5.2,,,,
2008,JPN,Mobile phone,3.2,,,,
2009,JPN,Refrigerator,11.4,,,,
2009,JPN,Washing machine,9.4,,,,
2009,JPN,Air conditioner,11.7,,,,
2009,JPN,TV,9.8,,,,
2009,JPN,PC,5.4,,,,
2009,JPN,Mobile phone,3.4,,,,
2010,JPN,Refrigerator,10.6,,,,
2010,JPN,Washing machine,8.9,,,,
2010,JPN,Air conditioner,11.6,,,,
2010,JPN,TV,9.3,,,,
2010,JPN,PC,5.7,,,,
2010,JPN,Mobile phone,3.6,,,,
2011,JPN,Refrigerator,10.5,,,,
2011,JPN,Washing machine,9.1,,,,
2011,JPN,Air conditioner,11.7,,,,
2011,JPN,TV,8.8,,,,
2011,JPN,PC,5.7,,,,
2011,JPN,Mobile phone,3.5,,,,
2012,JPN,Refrigerator,10.7,,,,
2012,JPN,Washing machine,9.3,,,,
2012,JPN,Air conditioner,11.7,,,,
2012,JPN,TV,7.9,,,,
2012,JPN,PC,5.6,,,,
2012,JPN,Mobile phone,3.3,,,,
2013,JPN,Refrigerator,10.2,,,,
2013,JPN,Washing machine,8.5,,,,
2013,JPN,Air conditioner,10.3,,,,
2013,JPN,TV,6.4,,,,
2013,JPN,PC,5.8,,,,
2013,JPN,Mobile phone,3.6,,,,
2014,JPN,Refrigerator,10.1,,,,
2014,JPN,Washing machine,8.6,,,,
2014,JPN,Air conditioner,10.4,,,,
2014,JPN,TV,7.3,,,,
2014,JPN,PC,5.6,,,,
2014,JPN,Mobile phone,3.7,,,,
2015,JPN,Refrigerator,10.9,,,,
2015,JPN,Washing machine,9.2,,,,
2015,JPN,Air conditioner,11.7,,,,
2015,JPN,TV,7.5,,,,
2015,JPN,PC,6,,,,
2015,JPN,Mobile phone,3.9,,,,
2016,JPN,Refrigerator,13.2,,,,
2016,JPN,Washing machine,10.5,,,,
2016,JPN,Air conditioner,13.9,,,,
2016,JPN,TV,9.2,,,,
2016,JPN,PC,6.7,,,,
2016,JPN,Mobile phone,4.4,,,,
2017,JPN,Refrigerator,12.2,,,,
2017,JPN,Washing machine,10.9,,,,
2017,JPN,Air conditioner,13.6,,,,
2017,JPN,TV,9.5,,,,
2017,JPN,PC,7,,,,
2017,JPN,Mobile phone,4.4,,,,
2018,JPN,Refrigerator,13,,,,
2018,JPN,Washing machine,10.2,,,,
2018,JPN,Air conditioner,14.1,,,,
2018,JPN,TV,9.7,,,,
2018,JPN,PC,7,,,,
2018,JPN,Mobile phone,4.3,,,,
2019,JPN,Refrigerator,12.6,,,,
2019,JPN,Washing machine,10.7,,,,
2019,JPN,Air conditioner,14.1,,,,
2019,JPN,TV,9.5,,,,
2019,JPN,PC,7,,,,
2019,JPN,Mobile phone,4.8,,,,
2020,JPN,Refrigerator,12.8,,,,
2020,JPN,Washing machine,10.7,,,,
2020,JPN,Air conditioner,13.4,,,,
2020,JPN,TV,9.9,,,,
2020,JPN,PC,6.7,,,,
2020,JPN,Mobile phone,4.4,,,,
2021,JPN,Refrigerator,12.9,,,,
2021,JPN,Washing machine,10.2,,,,
2021,JPN,Vacuum cleaner,7.2,,,,
2021,JPN,Air conditioner,13.2,,,,
2021,JPN,TV,10,,,,
2021,JPN,Video camera,8.3,,,,
2021,JPN,Digital camera,6.2,,,,
2021,JPN,PC,6.8,,,,
2021,JPN,Optical disc player,8.7,,,,
2021,JPN,Mobile phone,4.3,,,,
2015,EUU,Mobile phone,1.8,,,,
2015,EUU,TV,7.3,,,,
2015,EUU,Washing machine,8.3,,,,
2015,EUU,Vacuum cleaner,8,,,,
