year,geo,disagg,value
1998,USA,Total,74
1999,USA,Total,71
2000,USA,Total,61
2001,USA,Total,62
2002,USA,Total,67
2003,USA,Total,65
2004,USA,Total,61
2005,USA,Total,79
2006,USA,Total,90
2007,USA,Total,105
2008,USA,Total,173
2009,USA,Total,208
2010,USA,Total,187
2011,USA,Total,189
2012,USA,Total,177
2013,USA,Total,174
2014,USA,Total,170
2015,USA,Total,159
2016,USA,Total,143
2017,USA,Total,151
2018,USA,Total,152
2019,USA,Total,151
2020,USA,Total,137
2021,USA,Total,143
2022,USA,Total,150
2023,USA,Total,153
1998,USA,Natural gas ,9.24
1999,USA,Natural gas ,9.22
2000,USA,Natural gas ,7.82
2001,USA,Natural gas ,6.68
2002,USA,Natural gas ,6.8
2003,USA,Natural gas ,6.72
2004,USA,Natural gas ,6.47
2005,USA,Natural gas ,5.98
2006,USA,Natural gas ,7.21
2007,USA,Natural gas ,9.15
2008,USA,Natural gas ,13
2009,USA,Natural gas ,16
2010,USA,Natural gas ,20
2011,USA,Natural gas ,18
2012,USA,Natural gas ,17
2013,USA,Natural gas ,15
2014,USA,Natural gas ,16
2015,USA,Natural gas ,17
2016,USA,Natural gas ,17
2017,USA,Natural gas ,17
2018,USA,Natural gas ,18
2019,USA,Natural gas ,17
2020,USA,Natural gas ,18
2021,USA,Natural gas ,19
2022,USA,Natural gas ,21
2023,USA,Natural gas ,21
1998,USA,Coal mining,2.14
1999,USA,Coal mining,2.02
2000,USA,Coal mining,2.47
2001,USA,Coal mining,3.04
2002,USA,Coal mining,2.26
2003,USA,Coal mining,2.58
2004,USA,Coal mining,2.81
2005,USA,Coal mining,6.26
2006,USA,Coal mining,6.78
2007,USA,Coal mining,9.22
2008,USA,Coal mining,24
2009,USA,Coal mining,15
2010,USA,Coal mining,19
2011,USA,Coal mining,20
2012,USA,Coal mining,18
2013,USA,Coal mining,12
2014,USA,Coal mining,9.67
2015,USA,Coal mining,7.04
2016,USA,Coal mining,4.47
2017,USA,Coal mining,6.21
2018,USA,Coal mining,6.89
2019,USA,Coal mining,7.29
2020,USA,Coal mining,5.18
2021,USA,Coal mining,3.15
2022,USA,Coal mining,3.15
2023,USA,Coal mining,3.67
2010,EUU,Total,8.05
2011,EUU,Total,18
2012,EUU,Total,19
2013,EUU,Total,21
2014,EUU,Total,27
2015,EUU,Total,26
2016,EUU,Total,30
2017,EUU,Total,29
2018,EUU,Total,27
1998,USA,Oil and gas,62
1999,USA,Oil and gas,60
2000,USA,Oil and gas,51
2001,USA,Oil and gas,52
2002,USA,Oil and gas,58
2003,USA,Oil and gas,56
2004,USA,Oil and gas,52
2005,USA,Oil and gas,67
2006,USA,Oil and gas,76
2007,USA,Oil and gas,87
2008,USA,Oil and gas,136
2009,USA,Oil and gas,177
2010,USA,Oil and gas,148
2011,USA,Oil and gas,151
2012,USA,Oil and gas,142
2013,USA,Oil and gas,147
2014,USA,Oil and gas,144
2015,USA,Oil and gas,135
2016,USA,Oil and gas,122
2017,USA,Oil and gas,127
2018,USA,Oil and gas,127
2019,USA,Oil and gas,127
2020,USA,Oil and gas,113
2021,USA,Oil and gas,121
2022,USA,Oil and gas,126
2023,USA,Oil and gas,129
